"header","class","mechanism","group","F2O7_S29_L004","F2R23_S11_L004","F1O10_S21_L004","F2R33_S16_L004","F1O8_S19_L004","F2O15_S33_L004","F1O9_S20_L004","F2R24_S12_L004","F1R11_S9_L004","F1O11_S22_L004","F2R26_S13_L004","F2R35_S17_L004","F2O1_S26_L004","F204_S27_L004","F1R5_S6_L004","F2O9_S30_L004","F2R22_S10_L004","F1O12_S23_L004","F2O14_S32_L004","F1R3_S4_L004","F1R9_S8_L004","F1O13_S24_L004","F1O14_S25_L004","F1R1_S3_L004","F2O12_S31_L004","F2R30_S15_L004","F2R28_S14_L004","F1O3_S18_L004","F1R7_S7_L004","F2O5_S28_L004","F1R4_S5_L004"
"11|DQ679966.1|DQ679966|Multi-drug_resistance|Multi-drug_efflux_pumps|ACRB","Multi-drug resistance","Multi-drug efflux pumps","ACRB",33.4696749791089,45.9492652352518,20.6431428864499,32.5713590904946,42.6139065918387,47.8654275275251,16.4493533069234,50.3059422610981,41.2633541263354,0,59.6691915288298,32.0794782344911,30.9068161808999,28.5589392393997,39.9209780826003,23.0476075252556,49.3767494311202,59.9908527289359,30.4787497348137,39.9900645802285,30.7692307692308,62.134821662161,10.6011474183088,26.8777129828561,43.4026483814067,42.3183483778711,77.5753560781716,26.2567854614114,11.7245687376868,0,0
"1205|JN086160.1|JN086160|MLS|23S_rRNA_methyltransferases|ERMF","MLS","23S rRNA methyltransferases","ERMF",0,0,33.7726946353472,0,30.0580233996005,2.96706799735171,12.4353962798751,0,0.376425037642504,23.8442315701791,0,0,0,8.62110835883239,20.8364395407783,0,0,27.2639495883728,5.16229403861113,0.343918376705262,0,18.7494549577047,18.3961087553006,2.14846319112553,0,0,0,18.6452678782157,41.6126087165441,0,0
"1233|AY139598.1|AY139598|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",2.72683291551216,1.10108838351755,0,3.11578563394838,0.539015187545578,3.89887447585886,0,0,0,0,1.94333414305589,3.37479144547247,2.84200608559999,0,0,0,0,0,5.49819673290432,7.08853987542512,7.60587726879862,0,0,0,2.21112518943629,20.8240235946018,2.28552500828089,0,0,0,0
"1241|AY044436.1|AY044436|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",0,0,0,0,0,0,0,1.80690731386801,0,0,0,1.61787754689317,0,0,0,0,2.55744175275378,0,0,0,0,0,0,0,0,0.446867459111628,0,0,0,0,0
"1253|AF315351.1|AF315351|betalactams|Class_D_betalactamases|OXA","betalactams","Class D betalactamases","OXA",0,0,1.07703354190173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354024073637007,0,0,0
"1261|AY178993.1|AY178993|betalactams|Class_A_betalactamases|CARB","betalactams","Class A betalactamases","CARB",0.601076072774186,0,1.51297568981434,0,0,0.637551801083838,1.52163076842354,0,0,0,0,0,0.417033501691303,0.558550682403225,0,0,0,0.457363553206627,0.512693586026448,0,0,1.22089474143194,1.34073334996258,0,1.19251695610047,0,0,0.737550153410432,70.5876699822209,10.8816344659116,44.5856091189741
"1267|AB976602.1|AB976602|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",2.33100233100233,2.75272095879388,0,7.91865519652248,0,3.53105612907972,0,0,0,0,2.82666784444493,6.43359118256737,2.51764669539564,0,0,0,0.4631587426247,0,0,0,0,0,0,0,3.50301855854513,10.5013852891232,3.37860218615436,0,0,0,0
"1268|AB976602.1|AB976602|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",16.1264312207708,34.6419345275907,5.66724792286388,19.8346353770861,27.5214813405625,24.7909565729139,34.0268121835402,35.5221551476325,24.9874524987453,8.7463556851312,23.3862597442749,18.3275190858992,16.4496547889347,34.6058574967216,31.1614730878187,3.81102171677455,34.7771803701242,25.99349527391,18.3155363835655,31.5640643509496,0,69.8090171797331,8.16911948116737,10.0627000482308,26.3595935504708,31.9510233264814,33.3222921497185,17.2881755959405,46.8021719283071,17.5438596491228,0.890524815958205
"126|AJ579365.1|AJ579365|MLS|23S_rRNA_methyltransferases|ERMA","MLS","23S rRNA methyltransferases","ERMA",0,0,1.53861934557391,0,3.39262500396335,0,1.73151087441299,0,0,4.58142440649729,0,0,0,0,0,0,0,0,0,0,0,0,2.24494886505363,0,0,0,0,2.68468255841397,0,0,5.34314889574923
"1295|AF091113.2|AF091113|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",0,0,0,0,0,0,0,0.492792903782186,0,0,0,0.834218110116791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1298|KM926622.1|KM926622|betalactams|Class_C_betalactamases|ACT","betalactams","Class C betalactamases","ACT",0,0,0,0,0,0,0.131175066243408,0.164264301260729,0,0,0,0,0,0,0,0,0.100686683179283,0,0,0,0,0,0.0935395360439012,0,0,0,0,0,0,0,0
"1374|DQ077487.1|DQ077487|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TET33",0,0,25.3102882346907,0,21.3069532959193,0,31.2983708056773,0,17.2617767261777,8.32986255726781,1.19250049687521,0,0.617827409913041,1.45708873670407,0,2.84314318553022,0,0,0,0,7.69230769230769,33.6618121566234,27.1888251434273,9.86539220414785,0.596258478050235,0,0,16.8751475100307,4.9973571668829,0,6.17430539064355
"1390|EU348758.1|EU348758|MLS|23S_rRNA_methyltransferases|ERMA","MLS","23S rRNA methyltransferases","ERMA",0,0,0,0,0,0,0,0.266929489548684,0.591525059152506,0,0,0,0,0,0,0,0.302060049537848,0,0,0.420344682639765,0,0,0,0,0,0.201090356600232,0,0,0,0,0.771788173830444
"139|AB894099.1|AB894099|Multi-drug_resistance|Multi-drug_efflux_pumps|cme","Multi-drug resistance","Multi-drug efflux pumps","cme",0,38.1145978909923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61962641880418,0,0,0,0,0
"13|L11616.1|PSEENVCD|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXB","Multi-drug resistance","Multi-drug efflux pumps","MEXB",0,0,0,0,3.13897079805955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953654579734292,0,0,0,0,0,0,0
"1420|DQ018710.1|DQ018710|Glycopeptides|VanA-type_resistance_protein|VANXA","Glycopeptides","VanA-type resistance protein","VANXA",0,0,0,0,0.285360981641777,0,0.288585145735499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32452206750059,0,0,0
"144|JF769133.1|JF769133|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT2-DPRIME",0.175924704226591,0,4.46199610216432,1.65668602000182,7.70474650432797,0,0.419760211978907,0,0.179250017925002,4.00874635568513,0,1.68107588856868,0,15.9551216669095,0,25.4068114451636,0,0.965545278991767,0.176790891733258,0,11.0630942091616,1.30810150867707,1.55899226739835,0,0,0,0,4.66131696955393,0,0,8.04440750415578
"1454|J01764.1|PT1CG|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETK","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3873189266208
"145|JF769133.1|JF769133|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,10.3856805826239,4.98525701431742,12.1119883319065,1.02989137098158,9.49707479602277,8.70600796681861,9.08797590879759,0,3.84250160104233,4.84099297234441,0.710501521399997,8.28112098693477,10.2691218130312,0,8.23617068406532,12.2725886777111,1.73255073898593,0,0,0,3.30506360688451,7.30039023106941,9.41591513254329,0,3.97482610135807,3.39273070568799,15.472586612849,0,11.9924008549038
"1463|M81802.1|STAMSRB|MLS|Macrolide_resistance_efflux_pumps|MSRA","MLS","Macrolide resistance efflux pumps","MSRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5860840655426
"1470|unknown_id|unknown_name|betalactams|Class_A_betalactamases|CARB","betalactams","Class A betalactamases","CARB",0.79166116901966,0,0.615447738229562,0,0,0.269733454304701,0.734580370963087,0,0,0.989171178675552,0,0,0,0,0,0,0,0,0,0,0,1.04648120694166,0.997755051134946,0,0,0,0,0,72.0772668300418,0,45.5651864165281
"1479|HF953351.1|HF953351|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH6",23.6765331104954,66.8699445220853,41.1324238383424,24.5311122594766,50.4454801991185,34.5504033741203,41.9760211978907,33.1608558170096,28.9488778948878,59.454394002499,35.5320981383742,20.4257040295263,24.8984446194955,38.0057312156977,30.0618756523036,70.2316859234166,32.5217986669083,41.0610834434394,28.056714518068,30.8762275975391,11.2359550561798,70.2450510159588,47.1439261661262,17.7028982329986,39.7754093066011,35.8834569666637,52.798940046373,39.7097002596177,54.3462591898515,186.32023095714,47.9992875801472
"1482|HF953351.1|HF953351|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETH","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETH",16.9474131738283,0,51.1847368960919,0.243183268991093,48.638193982054,22.4859615997646,8.65755437206496,1.74530820089524,5.21617552161755,85.0687213660975,0.83916701631959,0,13.7775512410608,36.9857691000049,0,1.39132538866372,2.55744175275378,0,31.6278905310798,3.40097061408537,3.28435609334486,48.6613761227871,55.9678223996009,5.16288858683737,5.21726168293955,2.30136741442488,1.49055978800927,22.1560066084494,106.962663975782,0,68.3923058655901
"148|JF769133.1|JF769133|Multi-drug_resistance|Multi-drug_efflux_pumps|MSR","Multi-drug resistance","Multi-drug efflux pumps","MSR",0,0.677592851395418,0.435942147912606,0.72954980697328,0,0,0,0,1.03965010396501,0,0,0,0,0,0,0,0,0,0,0,0,1.00287782331909,1.49663257670242,0.186346297189459,0,0,0,0.590040122728345,139.061073470761,0,85.9356447399667
"1493|AY339625.2|AY339625|betalactams|Class_C_betalactamases|CMY","betalactams","Class C betalactamases","CMY",0,0,0,0,0,0,0,0.328528602521457,0,0,0,0,0,0,0,0,0.382609396081274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149|JF769133.1|JF769133|MLS|Macrolide_phosphotransferases|MPHE","MLS","Macrolide phosphotransferases","MPHE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7564268896257,0,48.622654951318
"1507|unknown_id|unknown_name|MLS|Macrolide_phosphotransferases|MPHE","MLS","Macrolide phosphotransferases","MPHE",0,0.46584508533435,0,0.151989543119433,0,0,0.31482015898418,0,0.376425037642504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.2161356974677,0,50.7895986701496
"1521|AF174129.3|AF174129|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,7.61616576059083,2.34063896403927,16.2972827293193,0,4.8797124642548,8.48014455258511,14.8239764823976,0,1.74458406024336,3.09671874210021,0,6.24119675554908,12.3192187267034,0,8.19589601079361,5.86949893281838,0,14.2726126332684,9.16162489196197,17.7465771343856,1.24719381391868,7.61827509098084,6.65821967156096,8.66922870676557,2.25240145743624,2.65518055227755,5.28566623420307,0,2.22631203989551
"1531|unknown_id|unknown_name|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETA",30.6842004955212,79.7865582518104,54.8517796697097,34.2888409277442,68.7719965756682,48.870797675388,50.8172206626964,46.2198677672375,40.7973040797304,13.2236568096626,47.6337698474041,28.1991000556145,33.3626801353042,40.8470542522706,41.5796928582078,50.2691912165023,45.2284580841338,55.9762170952333,39.3359734106499,42.2446406052963,75.3673292999136,91.3490886892823,20.6722374657022,24.5319419476477,42.0113785992895,51.3003843060148,70.0563100364359,43.6039650696247,38.3451059535822,216.078170108816,18.7900736167181
"1538|unknown_id|unknown_name|Phenicol|Phenicol_efflux_pumps|FLOR","Phenicol","Phenicol efflux pumps","FLOR",28.1039715001979,78.4737221022318,49.0306698122884,32.1761862783841,59.2599638542757,52.3282901351119,44.17976231078,40.4911502607696,36.4953036495304,99.8542274052478,47.2804363668485,26.9983315637798,29.4858131380999,47.6225168779445,35.8394214999255,86.0202044643397,39.9524758855394,51.7583087712166,39.4420479456898,37.8310214375788,9.85306828003457,92.9624138833173,62.0167123971065,24.1811724470557,36.3220789545601,46.2954687639646,69.5594567737661,48.2357800330422,114.506751237326,109.260493004664,68.8672524341012
"1577|EU850412.1|EU850412|betalactams|Class_A_betalactamases|CARB","betalactams","Class A betalactamases","CARB",0.469132544604243,0,0,0,0,0,0,0,0,0,0,0,0,0.388556996454417,0,0,0,0,0.176790891733258,0,0,0,0.623596906959341,0,0,0,0,0,70.8279275383211,3.99733510992672,47.6727618142959
"1597|HQ713678.1|HQ713678|Phenicol|Phenicol_efflux_pumps|CML","Phenicol","Phenicol efflux pumps","CML",0,0,0,0,1.01461682361521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93758108692518,0,0
"15|AJ252200.1|AJ252200|Multi-drug_resistance|Multi-drug_efflux_pumps|HLYD","Multi-drug resistance","Multi-drug efflux pumps","HLYD",3.37189016434299,0,20.5918555749308,0,19.4996670788547,10.0291802555111,29.1470997192854,0,0,36.9637650978759,0,0,3.64518171848694,3.25416484530575,0,4.05299134958563,0,17.7355422299014,3.00544515946538,0,0,34.2722595273393,27.1888251434273,0,6.53399915530049,0,0,22.0084965777673,0,55.2964690206529,0
"1613|AY740681.1|AY740681|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503433415896414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1628|Y17716.1|Y17716|betalactams|Class_C_betalactamases|CMY","betalactams","Class C betalactamases","CMY",11.0246147981997,0,0,1.17031948201964,0,5.41919030921262,0,9.48626339780707,1.30852513085251,0,2.14208422586843,2.09818494362708,8.35611571907388,0,0,0,8.82015344650516,9.7570891350747,7.05395658015699,3.84042187320876,0,0,0,5.9521199631692,0,0,0,0,0,0,0
"1634|AB985401.1|AB985401|betalactams|Class_A_betalactamases|CARB","betalactams","Class A betalactamases","CARB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37268752102254,0,0
"1650|U36911.1|SAU36911|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",1.5979827300582,4.53140219370686,0,1.55029333981822,0,2.08430396508178,0,1.76584123855283,0,0,1.5237506348961,1.47884119520704,1.23565481982608,0,0,0,1.67139894077609,0,3.58885510218514,1.66227215407543,0,0,0,0,0,1.40763249620163,0,0.354024073637007,0.864927201960502,0,0
"1656|AY920928.1|AY920928|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT2-DPRIME",0,0,0.923171607344343,0.27358117761498,1.74387266558864,0,0,0,0,1.04123281965848,0,0.379190050053087,0,6.96974112390111,0,7.31958139253524,0,0,0,0,1.81503889369058,0.218016918112846,0.405337989523572,0,0,0,0,0.885060184092518,0,0,0.979577297554025
"16|AJ252200.1|AJ252200|Multi-drug_resistance|Multi-drug_efflux_pumps|sme","Multi-drug resistance","Multi-drug efflux pumps","sme",10.115670493029,0,61.2370499538414,0,53.3942103427502,26.0905813982001,84.2668625547656,0,0,115.680966264057,0,0,12.8353644409434,9.32536791490602,0,14.8206400096788,0,50.3608090253074,9.03401456756948,0,0,87.6864044649865,80.6934397605388,0,16.0492907008522,0,0,55.6702855794194,0,148.789695758383,0
"1736|AY033516.1|AY033516|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",6.37727052821392,3.93850844873587,0,17.3420068699273,0,9.46519212378313,0,1.80690731386801,0,0,8.14875339531391,14.4597805753577,5.96203450566084,0.728544368352033,0,0,1.97345899031394,0,2.59882610847889,0,0,0,0,0,9.88795309433306,20.9804272052909,11.659489897317,0,0,0,0
"1737|AY033516.1|AY033516|betalactams|Class_A_betalactamases|CTX","betalactams","Class A betalactamases","CTX",15.5400155400155,22.3605640960488,3.12852600266694,15.837310393045,20.9581787628016,23.6875015325764,22.4834063541202,29.0953143608065,16.8315766831577,5.83090379008746,17.7108407128503,14.0679508569695,15.9090558052608,22.6820146680266,21.1346354554943,2.72215836912468,29.199138121992,20.2002235999593,16.7420974471395,21.1127670144064,0,47.7021016830906,3.77276128710402,8.2540448108037,25.6888027626643,27.9515595674323,23.0539913878768,10.2666981354732,21.9595406275527,14.4348212302909,0
"1742|AF313471.1|AF313471|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,3.00681827806717,8.38547543337778,17.7219807277259,11.8266273502648,3.18775900541919,31.2196657659312,6.34470863619564,1.66702516670252,2.91545189504373,15.5025064593777,14.9400879720916,4.8653908530652,1.94278498227209,2.29238109437901,0,6.22243702047967,22.4870413659925,5.03854041439785,0,0,1.52611842678992,29.2155150910451,6.66462051124655,7.25447814961119,1.25122888551256,19.3441536932759,10.0896860986547,59.2955648455144,12.6582278481013,36.7489907385419
"174|AF453998.2|AF453998|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,1.51297568981434,0,0,0,0,0,0,0,0,0,0,2.45276604011851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1758|JN676230.2|JN676230|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,2.58332274594503,20.5405682634116,13.3750797945101,21.0215923142776,11.5004536426277,24.8970275729989,5.03059422610981,1.50570015057002,3.54019158683882,10.3129209637171,10.6299610698215,3.70696445947824,1.74850648404488,5.53526166691516,0.483939265622164,4.71213677279043,35.2424026831995,14.2670249628739,0,0,1.7005319612802,21.5764529807932,12.8469329591792,11.4282874959628,1.09482527482349,15.6674395495197,19.4713240500354,54.7306712796117,11.325782811459,33.3353122773688
"179|M16217.1|PNS1CG|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETK","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0453573972928
"17|AJ252200.1|AJ252200|Multi-drug_resistance|Multi-drug_efflux_pumps|cme","Multi-drug resistance","Multi-drug efflux pumps","cme",1.94983213851138,0,12.7705405682634,0,10.5583563207457,5.90961477158481,19.2302647112837,0,0,24.3127863390254,0,0,2.70299491836955,1.79707610860168,0,3.44806726755792,0,10.5447708100417,2.03309525493247,0,0,20.0575564663818,17.8348715390372,0,3.72661548781397,0,0,13.6299268350248,0,30.2020874972241,0
"1821|GQ149347.1|GQ149347|betalactams|Class_A_betalactamases|TEM","betalactams","Class A betalactamases","TEM",4.48607995777807,9.27455215347478,1.51297568981434,3.6477490348664,0,6.22839067212673,0.367290185481544,5.83138269475586,0,0.312369845897543,0,4.71459628899338,0,0,0,0,5.3766688817737,0,8.37988826815642,5.46448087431694,0,0.523240603470829,0.374158144175605,3.2007716929013,3.42848624878885,0,0,0.295020061364173,0,0,0
"182|AF118107.1|AF118107|Phenicol|Phenicol_efflux_pumps|FLOR","Phenicol","Phenicol efflux pumps","FLOR",23.5152687982877,53.3180874941769,35.849830751872,27.4949083503055,49.4625701512413,34.5504033741203,42.4220164231183,34.5571023777258,31.2612031261203,77.884214910454,36.6362652651105,22.7514030031852,25.2691410654434,41.6727378697363,29.5027583122111,65.392293267195,34.0119615779617,46.1937188738693,29.1704971359876,32.920631281287,6.39585133967156,71.4223423737682,45.3043152905962,20.6734774411365,29.2415095277136,35.9058003396193,51.0102683007618,37.2905357564314,94.805631637115,70.6195869420386,58.6855853716457
"184|KF823969.1|KF823969|Glycopeptides|VanB-type_regulator|VANRB","Glycopeptides","VanB-type regulator","VANRB",0,0,0,0,0,0,0.839520423957814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
